TIME;u(t);I(t)
-1,11E-03;-1,8;0,36
-1,11E-03;-1,8;0,32
-1,10E-03;-1,8;0,36
-1,10E-03;-1,8;0,28
-1,10E-03;-2;0,32
-1,09E-03;-2,2;0,32
-1,09E-03;-1,8;0,24
-1,08E-03;-1,8;0,32
-1,08E-03;-2;0,28
-1,08E-03;-1,8;0,28
-1,07E-03;-1,6;0,36
-1,07E-03;-1,8;0,36
-1,06E-03;-1,8;0,24
-1,06E-03;-1,6;0,28
-1,06E-03;-1,8;0,32
-1,05E-03;-1,6;0,24
-1,05E-03;-2;0,28
-1,04E-03;-1,8;0,28
-1,04E-03;-1,8;0,2
-1,04E-03;-1,6;0,28
-1,03E-03;-1,8;0,32
-1,03E-03;-1,8;0,32
-1,02E-03;-1,6;0,28
-1,02E-03;-1,6;0,32
-1,02E-03;-2;0,28
-1,01E-03;-1,6;0,24
-1,01E-03;-2;0,28
-1,00E-03;-1,6;0,36
-1,00E-03;-1,8;0,28
-9,96E-04;-1,8;0,24
-9,92E-04;-1,6;0,4
-9,88E-04;-1,8;0,36
-9,84E-04;-1,6;0,28
-9,80E-04;-1,8;0,28
-9,76E-04;-1,6;0,28
-9,72E-04;-1,4;0,36
-9,68E-04;-1,6;0,36
-9,64E-04;-2;0,36
-9,60E-04;-1,8;0,28
-9,56E-04;-1,8;0,32
-9,52E-04;-1,4;0,24
-9,48E-04;-1,6;0,32
-9,44E-04;-1,4;0,32
-9,40E-04;-1,6;0,28
-9,36E-04;-1,4;0,32
-9,32E-04;-2;0,32
-9,28E-04;-1,6;0,36
-9,24E-04;-1,4;0,28
-9,20E-04;-1,8;0,32
-9,16E-04;-1,2;0,2
-9,12E-04;-1,8;0,36
-9,08E-04;-1,6;0,28
-9,04E-04;-1,8;0,36
-9,00E-04;-1,6;0,32
-8,96E-04;-1,4;0,28
-8,92E-04;-1,6;0,36
-8,88E-04;-1,2;0,32
-8,84E-04;-1,6;0,28
-8,80E-04;-1,4;0,24
-8,76E-04;-1,4;0,32
-8,72E-04;-1,6;0,24
-8,68E-04;-1,4;0,28
-8,64E-04;-1,4;0,32
-8,60E-04;-1,4;0,28
-8,56E-04;-1,4;0,4
-8,52E-04;-1,6;0,36
-8,48E-04;-1,2;0,28
-8,44E-04;-1,4;0,36
-8,40E-04;-1,4;0,32
-8,36E-04;-1,4;0,36
-8,32E-04;-1,4;0,24
-8,28E-04;-1,2;0,24
-8,24E-04;-1,8;0,36
-8,20E-04;-1;0,2
-8,16E-04;-1,2;0,28
-8,12E-04;-1;0,32
-8,08E-04;-1,4;0,32
-8,04E-04;-1,4;0,36
-8,00E-04;-1,6;0,24
-7,96E-04;-1,4;0,32
-7,92E-04;-1,8;0,28
-7,88E-04;-1;0,32
-7,84E-04;-1,4;0,32
-7,80E-04;-1,4;0,28
-7,76E-04;-1,6;0,28
-7,72E-04;-1,4;0,28
-7,68E-04;-1;0,24
-7,64E-04;-1,2;0,28
-7,60E-04;-1,4;0,32
-7,56E-04;-1,4;0,4
-7,52E-04;-1,4;0,32
-7,48E-04;-1,2;0,32
-7,44E-04;-1,2;0,32
-7,40E-04;-1,4;0,28
-7,36E-04;-1,4;0,32
-7,32E-04;-1,2;0,4
-7,28E-04;-1,8;0,36
-7,24E-04;-1,4;0,32
-7,20E-04;-1,4;0,32
-7,16E-04;-1,4;0,4
-7,12E-04;-1,2;0,32
-7,08E-04;-1,2;0,36
-7,04E-04;-1,2;0,24
-7,00E-04;-1;0,36
-6,96E-04;-1,2;0,4
-6,92E-04;-1,2;0,28
-6,88E-04;-1;0,32
-6,84E-04;-0,8;0,32
-6,80E-04;-1,2;0,28
-6,76E-04;-1,2;0,28
-6,72E-04;-1,4;0,28
-6,68E-04;-1,2;0,28
-6,64E-04;-1,2;0,32
-6,60E-04;-1,4;0,28
-6,56E-04;-1,2;0,2
-6,52E-04;-1;0,36
-6,48E-04;-1,6;0,24
-6,44E-04;-1,2;0,28
-6,40E-04;-1,2;0,28
-6,36E-04;-0,8;0,32
-6,32E-04;-1;0,28
-6,28E-04;-1,6;0,4
-6,24E-04;-1,2;0,32
-6,20E-04;-1;0,24
-6,16E-04;-1,4;0,28
-6,12E-04;-1,4;0,32
-6,08E-04;-1,4;0,28
-6,04E-04;-1,2;0,28
-6,00E-04;-1;0,28
-5,96E-04;-1,2;0,36
-5,92E-04;-1;0,32
-5,88E-04;-1;0,24
-5,84E-04;-1,2;0,32
-5,80E-04;-1,2;0,28
-5,76E-04;-0,6;0,4
-5,72E-04;-1;0,28
-5,68E-04;-1;0,36
-5,64E-04;-1,4;0,32
-5,60E-04;-1,2;0,36
-5,56E-04;-1,2;0,32
-5,52E-04;-1,2;0,32
-5,48E-04;-0,8;0,32
-5,44E-04;-0,8;0,36
-5,40E-04;-1;0,32
-5,36E-04;-1;0,32
-5,32E-04;-1;0,28
-5,28E-04;-1,2;0,28
-5,24E-04;-0,8;0,36
-5,20E-04;-1;0,36
-5,16E-04;-1;0,36
-5,12E-04;-0,8;0,36
-5,08E-04;-1;0,32
-5,04E-04;-1;0,32
-5,00E-04;-0,6;0,28
-4,96E-04;-1,2;0,32
-4,92E-04;-0,8;0,32
-4,88E-04;-0,8;0,32
-4,84E-04;-0,8;0,32
-4,80E-04;-0,8;0,36
-4,76E-04;-1;0,32
-4,72E-04;-0,6;0,28
-4,68E-04;-0,8;0,36
-4,64E-04;-1;0,36
-4,60E-04;-0,6;0,36
-4,56E-04;-0,6;0,4
-4,52E-04;-0,6;0,32
-4,48E-04;-0,8;0,32
-4,44E-04;-0,6;0,32
-4,40E-04;-1;0,4
-4,36E-04;-0,6;0,32
-4,32E-04;-0,8;0,32
-4,28E-04;-1,2;0,36
-4,24E-04;-0,8;0,24
-4,20E-04;-0,8;0,4
-4,16E-04;-0,6;0,36
-4,12E-04;-0,6;0,4
-4,08E-04;-0,8;0,28
-4,04E-04;-1;0,4
-4,00E-04;-0,8;0,32
-3,96E-04;-0,8;0,24
-3,92E-04;-1;0,36
-3,88E-04;-0,8;0,32
-3,84E-04;-1,2;0,32
-3,80E-04;-0,8;0,36
-3,76E-04;-1;0,32
-3,72E-04;-0,6;0,28
-3,68E-04;-0,6;0,36
-3,64E-04;-0,8;0,28
-3,60E-04;-0,6;0,32
-3,56E-04;-0,6;0,24
-3,52E-04;-0,6;0,36
-3,48E-04;-0,8;0,28
-3,44E-04;-0,8;0,36
-3,40E-04;-1,2;0,32
-3,36E-04;-1;0,32
-3,32E-04;-0,8;0,28
-3,28E-04;-1;0,32
-3,24E-04;-0,6;0,4
-3,20E-04;-1,2;0,44
-3,16E-04;-0,8;0,32
-3,12E-04;-0,4;0,36
-3,08E-04;-0,4;0,24
-3,04E-04;-0,6;0,44
-3,00E-04;-0,8;0,36
-2,96E-04;-0,6;0,4
-2,92E-04;-0,8;0,4
-2,88E-04;-0,4;0,24
-2,84E-04;-0,6;0,32
-2,80E-04;-0,6;0,32
-2,76E-04;-0,8;0,36
-2,72E-04;-0,6;0,32
-2,68E-04;-0,6;0,4
-2,64E-04;-0,4;0,36
-2,60E-04;-0,8;0,36
-2,56E-04;-0,6;0,36
-2,52E-04;-0,6;0,28
-2,48E-04;-0,6;0,28
-2,44E-04;-0,6;0,4
-2,40E-04;-0,8;0,32
-2,36E-04;-0,4;0,28
-2,32E-04;-0,8;0,32
-2,28E-04;-0,6;0,36
-2,24E-04;-0,2;0,36
-2,20E-04;-0,2;0,28
-2,16E-04;-0,4;0,36
-2,12E-04;-0,8;0,32
-2,08E-04;-0,4;0,4
-2,04E-04;-0,4;0,32
-2,00E-04;-0,4;0,24
-1,96E-04;-0,6;0,32
-1,92E-04;-0,6;0,36
-1,88E-04;-0,4;0,28
-1,84E-04;-0,2;0,28
-1,80E-04;-0,6;0,32
-1,76E-04;-0,8;0,28
-1,72E-04;-0,4;0,32
-1,68E-04;-0,6;0,4
-1,64E-04;-0,6;0,4
-1,60E-04;-0,2;0,36
-1,56E-04;-0,6;0,4
-1,52E-04;-0,8;0,4
-1,48E-04;-0,6;0,4
-1,44E-04;-0,4;0,36
-1,40E-04;-0,2;0,28
-1,36E-04;-0,2;0,28
-1,32E-04;-0,6;0,28
-1,28E-04;0;0,36
-1,24E-04;-0,2;0,28
-1,20E-04;-0,4;0,32
-1,16E-04;-0,2;0,36
-1,12E-04;-0,4;0,28
-1,08E-04;-0,4;0,32
-1,04E-04;-0,2;0,36
-1,00E-04;-0,2;0,36
-9,60E-05;0;0,32
-9,20E-05;-0,4;0,4
-8,80E-05;-0,6;0,2
-8,40E-05;-0,2;0,32
-8,00E-05;-0,4;0,28
-7,60E-05;0;0,36
-7,20E-05;-0,2;0,4
-6,80E-05;-0,2;0,28
-6,40E-05;-0,2;0,32
-6,00E-05;-0,6;0,28
-5,60E-05;0;0,32
-5,20E-05;-0,2;0,36
-4,80E-05;-0,2;0,32
-4,40E-05;-0,2;0,4
-4,00E-05;0;0,36
-3,60E-05;0;0,44
-3,20E-05;0;0,4
-2,80E-05;-0,2;0,32
-2,40E-05;0;0,32
-2,00E-05;-0,2;0,4
-1,60E-05;-0,2;0,28
-1,20E-05;-0,2;0,44
-8,00E-06;-0,6;0,44
-4,00E-06;-0,2;0,36
0,00E+00;-0,4;0,36
4,00E-06;0;0,36
8,00E-06;0,2;0,36
1,20E-05;-0,4;0,32
1,60E-05;-0,2;0,36
2,00E-05;-0,2;0,32
2,40E-05;-0,4;0,32
2,80E-05;0,2;0,36
3,20E-05;-0,2;0,36
3,60E-05;0;0,4
4,00E-05;0;0,4
4,40E-05;0;0,36
4,80E-05;0;0,32
5,20E-05;-0,6;0,32
5,60E-05;0;0,4
6,00E-05;-0,4;0,32
6,40E-05;0;0,32
6,80E-05;-0,2;0,32
7,20E-05;0;0,28
7,60E-05;-0,4;0,44
8,00E-05;0,2;0,28
8,40E-05;0,2;0,4
8,80E-05;0,2;0,28
9,20E-05;-0,2;0,4
9,60E-05;0;0,36
1,00E-04;0;0,36
1,04E-04;0,2;0,44
1,08E-04;0,2;0,32
1,12E-04;0;0,36
1,16E-04;0,2;0,36
1,20E-04;0,2;0,28
1,24E-04;0;0,32
1,28E-04;0;0,32
1,32E-04;0;0,32
1,36E-04;0,2;0,36
1,40E-04;0,2;0,32
1,44E-04;0;0,28
1,48E-04;0;0,28
1,52E-04;0,2;0,4
1,56E-04;0,2;0,36
1,60E-04;0;0,4
1,64E-04;0;0,36
1,68E-04;0;0,32
1,72E-04;0,2;0,28
1,76E-04;0;0,36
1,80E-04;0,2;0,36
1,84E-04;0;0,4
1,88E-04;0;0,36
1,92E-04;0,2;0,4
1,96E-04;0,4;0,28
2,00E-04;0,2;0,4
2,04E-04;0,2;0,4
2,08E-04;0,2;0,36
2,12E-04;0;0,36
2,16E-04;0;0,28
2,20E-04;0;0,32
2,24E-04;0,2;0,36
2,28E-04;0;0,4
2,32E-04;0,4;0,36
2,36E-04;0,2;0,2
2,40E-04;0,4;0,32
2,44E-04;0,4;0,36
2,48E-04;0,2;0,4
2,52E-04;0,4;0,32
2,56E-04;0,2;0,36
2,60E-04;0;0,36
2,64E-04;0,4;0,36
2,68E-04;0,2;0,4
2,72E-04;0,4;0,36
2,76E-04;0,2;0,4
2,80E-04;0,2;0,4
2,84E-04;0,2;0,32
2,88E-04;0,4;0,4
2,92E-04;0,4;0,32
2,96E-04;0,4;0,4
3,00E-04;0,4;0,36
3,04E-04;0,4;0,32
3,08E-04;0,6;0,28
3,12E-04;0,2;0,36
3,16E-04;0,2;0,32
3,20E-04;0,6;0,32
3,24E-04;0,4;0,32
3,28E-04;0,6;0,4
3,32E-04;0,6;0,4
3,36E-04;0,4;0,4
3,40E-04;0,4;0,4
3,44E-04;0,4;0,4
3,48E-04;0,4;0,32
3,52E-04;0,4;0,4
3,56E-04;0,6;0,36
3,60E-04;0,4;0,4
3,64E-04;0,4;0,36
3,68E-04;0,8;0,4
3,72E-04;0,6;0,36
3,76E-04;0,6;0,4
3,80E-04;0,4;0,32
3,84E-04;0,4;0,32
3,88E-04;0,4;0,4
3,92E-04;0,6;0,32
3,96E-04;0,6;0,32
4,00E-04;0,6;0,32
4,04E-04;0,6;0,4
4,08E-04;0,6;0,36
4,12E-04;0,4;0,36
4,16E-04;0,4;0,28
4,20E-04;0,4;0,32
4,24E-04;0,8;0,36
4,28E-04;0,6;0,4
4,32E-04;0,6;0,32
4,36E-04;0,4;0,32
4,40E-04;0,4;0,36
4,44E-04;0,6;0,36
4,48E-04;0,6;0,4
4,52E-04;0,6;0,32
4,56E-04;0,4;0,36
4,60E-04;0,6;0,36
4,64E-04;0,6;0,44
4,68E-04;0,4;0,36
4,72E-04;0,4;0,32
4,76E-04;0,4;0,32
4,80E-04;0,4;0,32
4,84E-04;0,6;0,44
4,88E-04;0,8;0,32
4,92E-04;0,6;0,36
4,96E-04;0,8;0,4
5,00E-04;0,8;0,4
5,04E-04;0,8;0,32
5,08E-04;0,4;0,28
5,12E-04;0,6;0,36
5,16E-04;0,6;0,4
5,20E-04;0,6;0,36
5,24E-04;0,8;0,44
5,28E-04;0,6;0,36
5,32E-04;0,6;0,32
5,36E-04;0,6;0,36
5,40E-04;0,8;0,44
5,44E-04;0,6;0,28
5,48E-04;0,8;0,4
5,52E-04;0,4;0,36
5,56E-04;1;0,4
5,60E-04;0,4;0,36
5,64E-04;0,8;0,36
5,68E-04;0,6;0,36
5,72E-04;0,8;0,32
5,76E-04;0,8;0,4
5,80E-04;0,6;0,36
5,84E-04;0,8;0,4
5,88E-04;0,8;0,36
5,92E-04;0,6;0,4
5,96E-04;0,6;0,36
6,00E-04;1;0,44
6,04E-04;0,8;0,36
6,08E-04;0,8;0,4
6,12E-04;0,6;0,4
6,16E-04;0,6;0,32
6,20E-04;1;0,32
6,24E-04;1;0,48
6,28E-04;0,8;0,36
6,32E-04;0,4;0,44
6,36E-04;1;0,4
6,40E-04;1;0,4
6,44E-04;1;0,44
6,48E-04;1;0,4
6,52E-04;1;0,44
6,56E-04;1;0,44
6,60E-04;0,6;0,28
6,64E-04;0,6;0,36
6,68E-04;1,2;0,44
6,72E-04;0,8;0,36
6,76E-04;0,4;0,36
6,80E-04;1;0,44
6,84E-04;0,8;0,36
6,88E-04;0,6;0,4
6,92E-04;1,2;0,44
6,96E-04;1;0,36
7,00E-04;1;0,36
7,04E-04;0,6;0,28
7,08E-04;1;0,36
7,12E-04;0,6;0,4
7,16E-04;1;0,36
7,20E-04;1;0,32
7,24E-04;1,4;0,36
7,28E-04;1,4;0,36
7,32E-04;0,8;0,36
7,36E-04;1;0,4
7,40E-04;1;0,32
7,44E-04;1,4;0,4
7,48E-04;1,2;0,36
7,52E-04;1,2;0,4
7,56E-04;1,4;0,44
7,60E-04;0,8;0,4
7,64E-04;1,2;0,4
7,68E-04;1;0,36
7,72E-04;1,2;0,36
7,76E-04;1;0,32
7,80E-04;1,2;0,36
7,84E-04;1;0,36
7,88E-04;1;0,36
7,92E-04;1,2;0,4
7,96E-04;1;0,36
8,00E-04;1,4;0,48
8,04E-04;1;0,36
8,08E-04;1;0,32
8,12E-04;1,2;0,32
8,16E-04;1;0,36
8,20E-04;1,2;0,36
8,24E-04;1,2;0,36
8,28E-04;1,4;0,36
8,32E-04;1;0,4
8,36E-04;1,4;0,36
8,40E-04;1;0,36
8,44E-04;1,4;0,28
8,48E-04;1,2;0,44
8,52E-04;0,8;0,32
8,56E-04;1,4;0,4
8,60E-04;1,2;0,4
8,64E-04;1,2;0,44
8,68E-04;0,8;0,4
8,72E-04;1,4;0,32
8,76E-04;1,4;0,48
8,80E-04;1,2;0,4
8,84E-04;1,4;0,36
8,88E-04;1;0,4
8,92E-04;1,4;0,44
8,96E-04;1,2;0,36
9,00E-04;1,4;0,36
9,04E-04;1,4;0,4
9,08E-04;1,4;0,36
9,12E-04;1,4;0,4
9,16E-04;1,4;0,4
9,20E-04;1,4;0,32
9,24E-04;1,4;0,36
9,28E-04;1,6;0,44
9,32E-04;1,2;0,36
9,36E-04;1,4;0,4
9,40E-04;1;0,32
9,44E-04;1,4;0,4
9,48E-04;1,4;0,44
9,52E-04;1,4;0,32
9,56E-04;1,2;0,36
9,60E-04;1,6;0,32
9,64E-04;1,4;0,36
9,68E-04;1,4;0,32
9,72E-04;1,4;0,36
9,76E-04;1,4;0,4
9,80E-04;1,4;0,28
9,84E-04;1,4;0,36
9,88E-04;1,6;0,32
9,92E-04;1,2;0,36
9,96E-04;1,4;0,4
1,00E-03;1;0,4
1,00E-03;1,6;0,36
1,01E-03;1,2;0,36
1,01E-03;1,4;0,4
1,02E-03;1,4;0,36
1,02E-03;1,4;0,36
1,02E-03;1,6;0,32
1,03E-03;1,4;0,44
1,03E-03;1,6;0,36
1,04E-03;1,4;0,4
1,04E-03;1,4;0,44
1,04E-03;1,4;0,4
1,05E-03;1,8;0,44
1,05E-03;1,4;0,36
1,06E-03;1,6;0,4
1,06E-03;1,4;0,36
1,06E-03;1,8;0,4
1,07E-03;1,4;0,32
1,07E-03;1,4;0,44
1,08E-03;1,4;0,36
1,08E-03;1,6;0,36
1,08E-03;1,8;0,36
1,09E-03;1,6;0,36
1,09E-03;1,8;0,36
1,10E-03;1,6;0,36
1,10E-03;1,6;0,32
1,10E-03;1,6;0,28
1,11E-03;1,8;0,4
1,11E-03;1,8;0,36
1,12E-03;1,4;0,36
1,12E-03;1,6;0,4
1,12E-03;1,8;0,4
1,13E-03;1,4;0,36
1,13E-03;1,4;0,4
1,14E-03;1,8;0,36
1,14E-03;1,6;0,36
1,14E-03;2,2;0,36
1,15E-03;2;0,4
1,15E-03;1,6;0,4
1,16E-03;1,8;0,36
1,16E-03;1,8;0,24
1,16E-03;2;0,36
1,17E-03;1,6;0,32
1,17E-03;1,6;0,36
1,18E-03;2;0,44
1,18E-03;1,8;0,28
1,18E-03;1,6;0,28
1,19E-03;1,6;0,36
1,19E-03;1,6;0,32
1,20E-03;1,6;0,36
1,20E-03;1,8;0,36
1,20E-03;1,6;0,32
1,21E-03;1,8;0,32
1,21E-03;1,8;0,36
1,22E-03;1,4;0,36
1,22E-03;2;0,32
1,22E-03;1,8;0,4
1,23E-03;1,8;0,4
1,23E-03;1,8;0,36
1,24E-03;1,8;0,28
1,24E-03;1,6;0,4
1,24E-03;1,8;0,32
1,25E-03;1,8;0,32
1,25E-03;1,8;0,28
1,26E-03;1,8;0,4
1,26E-03;1,4;0,4
1,26E-03;1,6;0,36
1,27E-03;1,8;0,36
1,27E-03;1,8;0,32
1,28E-03;2;0,36
1,28E-03;1,8;0,32
1,28E-03;2;0,36
1,29E-03;2;0,36
1,29E-03;2;0,4
1,30E-03;1,8;0,32
1,30E-03;1,8;0,4
1,30E-03;1,6;0,36
1,31E-03;2;0,32
1,31E-03;1,6;0,32
1,32E-03;1,8;0,32
1,32E-03;1,8;0,28
1,32E-03;1,8;0,32
1,33E-03;1,8;0,32
1,33E-03;2,2;0,36
1,34E-03;2;0,36
1,34E-03;2;0,4
1,34E-03;1,6;0,36
1,35E-03;1,8;0,4
1,35E-03;1,8;0,4
1,36E-03;2;0,36
1,36E-03;1,8;0,4
1,36E-03;2,2;0,36
1,37E-03;2,2;0,32
1,37E-03;1,6;0,32
1,38E-03;2,2;0,28
1,38E-03;2,2;0,36
1,38E-03;1,8;0,36
1,39E-03;2;0,32
1,39E-03;1,8;0,32
1,40E-03;2,4;0,4
1,40E-03;2;0,36
1,40E-03;2;0,4
1,41E-03;2;0,32
1,41E-03;2,2;0,32
1,42E-03;2,2;0,32
1,42E-03;1,8;0,36
1,42E-03;2,2;0,4
1,43E-03;2;0,36
1,43E-03;2;0,32
1,44E-03;2;0,36
1,44E-03;2;0,28
1,44E-03;1,8;0,28
1,45E-03;2,2;0,32
1,45E-03;2;0,36
1,46E-03;2,2;0,36
1,46E-03;2,2;0,36
1,46E-03;2,2;0,36
1,47E-03;1,8;0,36
1,47E-03;1,8;0,32
1,48E-03;1,8;0,32
1,48E-03;2,2;0,4
1,48E-03;2;0,36
1,49E-03;2,2;0,36
1,49E-03;2;0,36
1,50E-03;2,2;0,4
1,50E-03;2,4;0,36
1,50E-03;2,2;0,32
1,51E-03;2,6;0,28
1,51E-03;2,4;0,36
1,52E-03;2;0,28
1,52E-03;2;0,36
1,52E-03;2,2;0,36
1,53E-03;2,2;0,32
1,53E-03;2,2;0,32
1,54E-03;2,2;0,4
1,54E-03;2,6;0,28
1,54E-03;2,4;0,32
1,55E-03;2,2;0,32
1,55E-03;2;0,32
1,56E-03;2;0,28
1,56E-03;2,2;0,36
1,56E-03;2,2;0,36
1,57E-03;2,2;0,32
1,57E-03;2,6;0,24
1,58E-03;2,2;0,28
1,58E-03;2,2;0,36
1,58E-03;2,4;0,36
1,59E-03;2,2;0,4
1,59E-03;2,2;0,36
1,60E-03;2,2;0,32
1,60E-03;2,6;0,36
1,60E-03;2,4;0,4
1,61E-03;2,4;0,36
1,61E-03;2;0,36
1,62E-03;2,2;0,32
1,62E-03;2,2;0,28
1,62E-03;2,6;0,4
1,63E-03;2,6;0,32
1,63E-03;2;0,36
1,64E-03;2,2;0,4
1,64E-03;2,2;0,36
1,64E-03;2;0,4
1,65E-03;2,6;0,4
1,65E-03;2,4;0,32
1,66E-03;2;0,4
1,66E-03;2,4;0,4
1,66E-03;2,4;0,36
1,67E-03;2,4;0,36
1,67E-03;2,2;0,32
1,68E-03;2,6;0,36
1,68E-03;2,2;0,32
1,68E-03;2,4;0,32
1,69E-03;2,6;0,36
1,69E-03;2,4;0,36
1,70E-03;2,2;0,28
1,70E-03;2,4;0,4
1,70E-03;2,6;0,36
1,71E-03;2,4;0,4
1,71E-03;2,6;0,36
1,72E-03;2,2;0,36
1,72E-03;2,8;0,36
1,72E-03;2,4;0,36
1,73E-03;2,8;0,4
1,73E-03;2,8;0,4
1,74E-03;2,6;0,36
1,74E-03;2,8;0,4
1,74E-03;2,6;0,32
1,75E-03;2,6;0,4
1,75E-03;2,2;0,32
1,76E-03;2,4;0,36
1,76E-03;2,6;0,36
1,76E-03;2,6;0,4
1,77E-03;2,4;0,28
1,77E-03;2,2;0,32
1,78E-03;2,6;0,36
1,78E-03;2,2;0,32
1,78E-03;2,8;0,32
1,79E-03;2,6;0,4
1,79E-03;2,4;0,32
1,80E-03;2,4;0,36
1,80E-03;2,8;0,36
1,80E-03;2,4;0,36
1,81E-03;2,8;0,32
1,81E-03;2,2;0,28
1,82E-03;2,4;0,28
1,82E-03;2,6;0,36
1,82E-03;2,4;0,32
1,83E-03;2,8;0,36
1,83E-03;2,8;0,44
1,84E-03;2,8;0,28
1,84E-03;2,6;0,36
1,84E-03;2,8;0,28
1,85E-03;2,8;0,36
1,85E-03;2,6;0,4
1,86E-03;2,8;0,32
1,86E-03;2,4;0,32
1,86E-03;2,4;0,36
1,87E-03;2,6;0,36
1,87E-03;2,6;0,36
1,88E-03;2,6;0,32
1,88E-03;2,8;0,32
1,88E-03;2,8;0,36
1,89E-03;2,4;0,4
1,89E-03;2,8;0,36
1,90E-03;2,6;0,32
1,90E-03;2,4;0,32
1,90E-03;2,4;0,32
1,91E-03;2,6;0,36
1,91E-03;2,6;0,28
1,92E-03;2,6;0,36
1,92E-03;2,6;0,36
1,92E-03;2,8;0,28
1,93E-03;3;0,32
1,93E-03;2,8;0,32
1,94E-03;2,2;0,32
1,94E-03;2,4;0,32
1,94E-03;2,8;0,32
1,95E-03;2,4;0,32
1,95E-03;2,6;0,36
1,96E-03;3;0,36
1,96E-03;2,8;0,32
1,96E-03;2,8;0,36
1,97E-03;2,6;0,32
1,97E-03;2,4;0,4
1,98E-03;2,4;0,32
1,98E-03;2,6;0,32
1,98E-03;2,8;0,36
1,99E-03;2,8;0,36
1,99E-03;2,6;0,28
2,00E-03;3;0,32
2,00E-03;2,8;0,32
2,00E-03;2,6;0,28
2,01E-03;2,8;0,36
2,01E-03;2,8;0,36
2,02E-03;3;0,24
2,02E-03;2,6;0,32
2,02E-03;3;0,36
2,03E-03;2,8;0,28
2,03E-03;3;0,36
2,04E-03;2,8;0,28
2,04E-03;3;0,32
2,04E-03;2,8;0,24
2,05E-03;3;0,32
2,05E-03;2,4;0,32
2,06E-03;2,6;0,36
2,06E-03;3;0,36
2,06E-03;3;0,36
2,07E-03;3;0,28
2,07E-03;3;0,32
2,08E-03;3;0,4
2,08E-03;3,2;0,32
2,08E-03;2,6;0,28
2,09E-03;3;0,28
2,09E-03;2,8;0,28
2,10E-03;3;0,28
2,10E-03;2,8;0,32
2,10E-03;2,8;0,28
2,11E-03;3;0,36
2,11E-03;2,8;0,28
2,12E-03;3;0,28
2,12E-03;3;0,28
2,12E-03;2,6;0,32
2,13E-03;2,6;0,28
2,13E-03;2,8;0,36
2,14E-03;2,8;0,28
2,14E-03;3;0,28
2,14E-03;2,8;0,28
2,15E-03;3,2;0,32
2,15E-03;2,8;0,24
2,16E-03;2,8;0,28
2,16E-03;3;0,24
2,16E-03;3,4;0,28
2,17E-03;3;0,28
2,17E-03;3;0,36
2,18E-03;3,2;0,28
2,18E-03;2,8;0,32
2,18E-03;3;0,24
2,19E-03;3;0,32
2,19E-03;2,8;0,32
2,20E-03;2,8;0,28
2,20E-03;2,8;0,36
2,20E-03;3;0,28
2,21E-03;2,8;0,2
2,21E-03;2,8;0,28
2,22E-03;3;0,32
2,22E-03;2,8;0,28
2,22E-03;3;0,32
2,23E-03;2,8;0,36
2,23E-03;3;0,28
2,24E-03;3;0,36
2,24E-03;3,2;0,28
2,24E-03;3;0,32
2,25E-03;3;0,28
2,25E-03;2,8;0,28
2,26E-03;3,2;0,36
2,26E-03;2,8;0,28
2,26E-03;3;0,32
2,27E-03;3;0,28
2,27E-03;3,2;0,28
2,28E-03;3;0,36
2,28E-03;3,4;0,32
2,28E-03;3,2;0,36
2,29E-03;3,2;0,24
2,29E-03;3,2;0,28
2,30E-03;3;0,28
2,30E-03;3;0,4
2,30E-03;3;0,28
2,31E-03;2,8;0,32
2,31E-03;3,6;0,4
2,32E-03;3;0,4
2,32E-03;3;0,28
2,32E-03;3,2;0,32
2,33E-03;3,6;0,32
2,33E-03;3,2;0,36
2,34E-03;3;0,32
2,34E-03;3,2;0,24
2,34E-03;3;0,32
2,35E-03;3,6;0,28
2,35E-03;3,4;0,32
2,36E-03;3,2;0,32
2,36E-03;3,2;0,36
2,36E-03;3;0,36
2,37E-03;3,2;0,28
2,37E-03;3,4;0,32
2,38E-03;2,6;0,32
2,38E-03;3,2;0,28
2,38E-03;3;0,28
2,39E-03;2,8;0,32
2,39E-03;3,4;0,32
2,40E-03;3,2;0,28
2,40E-03;3;0,28
2,40E-03;3;0,24
2,41E-03;3,2;0,32
2,41E-03;3,2;0,32
2,42E-03;3,2;0,24
2,42E-03;3,4;0,36
2,42E-03;3;0,36
2,43E-03;3,2;0,24
2,43E-03;3,4;0,32
2,44E-03;3,4;0,32
2,44E-03;3,2;0,36
2,44E-03;3;0,4
2,45E-03;3,4;0,32
2,45E-03;2,8;0,36
2,46E-03;3,2;0,28
2,46E-03;3,4;0,24
2,46E-03;3,4;0,4
2,47E-03;3,4;0,4
2,47E-03;3;0,32
2,48E-03;3,2;0,36
2,48E-03;3,6;0,36
2,48E-03;3,4;0,36
2,49E-03;3,2;0,36
2,49E-03;3,4;0,4
2,50E-03;3;0,36
2,50E-03;3,2;0,36
2,50E-03;3;0,32
2,51E-03;3,2;0,28
2,51E-03;3,4;0,32
2,52E-03;3;0,36
2,52E-03;3,2;0,4
2,52E-03;3,6;0,36
2,53E-03;3,2;0,28
2,53E-03;3,2;0,36
2,54E-03;3,2;0,32
2,54E-03;3;0,32
2,54E-03;3;0,36
2,55E-03;3,2;0,36
2,55E-03;3,2;0,28
2,56E-03;3;0,36
2,56E-03;3,4;0,32
2,56E-03;3,6;0,24
